id;message;category
301;Quelle est la durée exacte de la garantie ? Est-ce une garantie constructeur ou vendeur ? ;question produit
302;Faites-vous des offres spéciales ou des réductions pour les étudiants ou les associations ? ;autre
303;Le colis est arrivé très en retard et cela a perturbé mon organisation. J’attends un geste commercial de votre part. ;réclamation
304;Depuis la dernière mise à jour, l'application ne fonctionne plus du tout sur mon téléphone Android. J’ai déjà essayé de la réinstaller. ;problème technique
305;Quelle est la durée exacte de la garantie ? Est-ce une garantie constructeur ou vendeur ? ;question produit
306;Faites-vous des offres spéciales ou des réductions pour les étudiants ou les associations ? ;autre
307;Bonjour, j’ai reçu un produit défectueux et je demande un remboursement immédiat. Merci de faire le nécessaire dans les plus brefs délais. ;réclamation
308;Le bouton de validation du panier ne réagit pas. J’ai testé sur plusieurs navigateurs sans succès. ;problème technique
309;Ce produit est-il disponible dans d’autres tailles ou uniquement en version standard ? ;question produit
310;Faites-vous des offres spéciales ou des réductions pour les étudiants ou les associations ? ;autre
311;Je suis extrêmement déçu par votre service client qui n’a pas répondu à mes précédents messages. Je demande une résolution rapide. ;réclamation
312;Je n’arrive plus à accéder à mon compte. Le mot de passe ne fonctionne pas et la récupération ne marche pas non plus. ;problème technique
313;Est-ce que ce modèle est compatible avec un MacBook Air de 2020 ? Je ne trouve pas cette information sur votre site. ;question produit
314;Je suis influenceur et j’aimerais collaborer avec votre marque. À qui dois-je m’adresser ? ;autre
315;Je vous écris pour me plaindre de la mauvaise qualité du produit reçu. Ce n’est pas conforme à la description. ;réclamation
316;Je n’arrive plus à accéder à mon compte. Le mot de passe ne fonctionne pas et la récupération ne marche pas non plus. ;problème technique
317;Ce produit est-il disponible dans d’autres tailles ou uniquement en version standard ? ;question produit
318;Faites-vous des offres spéciales ou des réductions pour les étudiants ou les associations ? ;autre
319;Je suis extrêmement déçu par votre service client qui n’a pas répondu à mes précédents messages. Je demande une résolution rapide. ;réclamation
320;Le bouton de validation du panier ne réagit pas. J’ai testé sur plusieurs navigateurs sans succès. ;problème technique
321;Ce produit est-il disponible dans d’autres tailles ou uniquement en version standard ? ;question produit
322;Je souhaite recevoir vos actualités par e-mail. Comment puis-je m’abonner à votre newsletter ? ;autre
323;Ma commande a été annulée sans explication et je n’ai reçu aucun remboursement. Veuillez corriger cela rapidement. ;réclamation
324;Le système affiche une erreur au moment du paiement. J’ai essayé plusieurs cartes bancaires, en vain. ;problème technique
325;Ce produit est-il disponible dans d’autres tailles ou uniquement en version standard ? ;question produit
326;Je souhaite recevoir vos actualités par e-mail. Comment puis-je m’abonner à votre newsletter ? ;autre
327;Ma commande a été annulée sans explication et je n’ai reçu aucun remboursement. Veuillez corriger cela rapidement. ;réclamation
328;Le bouton de validation du panier ne réagit pas. J’ai testé sur plusieurs navigateurs sans succès. ;problème technique
329;Quelle est la durée exacte de la garantie ? Est-ce une garantie constructeur ou vendeur ? ;question produit
330;Où se trouve votre boutique physique la plus proche de Paris ? J’aimerais vous rendre visite. ;autre
331;Je suis extrêmement déçu par votre service client qui n’a pas répondu à mes précédents messages. Je demande une résolution rapide. ;réclamation
332;Le système affiche une erreur au moment du paiement. J’ai essayé plusieurs cartes bancaires, en vain. ;problème technique
333;Est-ce que ce modèle est compatible avec un MacBook Air de 2020 ? Je ne trouve pas cette information sur votre site. ;question produit
334;Où se trouve votre boutique physique la plus proche de Paris ? J’aimerais vous rendre visite. ;autre
335;Je vous écris pour me plaindre de la mauvaise qualité du produit reçu. Ce n’est pas conforme à la description. ;réclamation
336;Le système affiche une erreur au moment du paiement. J’ai essayé plusieurs cartes bancaires, en vain. ;problème technique
337;Est-il possible d’avoir un échantillon avant d’acheter le format complet ? ;question produit
338;Faites-vous des offres spéciales ou des réductions pour les étudiants ou les associations ? ;autre
339;Ma commande a été annulée sans explication et je n’ai reçu aucun remboursement. Veuillez corriger cela rapidement. ;réclamation
340;Je n’arrive plus à accéder à mon compte. Le mot de passe ne fonctionne pas et la récupération ne marche pas non plus. ;problème technique
341;Est-ce que ce modèle est compatible avec un MacBook Air de 2020 ? Je ne trouve pas cette information sur votre site. ;question produit
342;Je suis influenceur et j’aimerais collaborer avec votre marque. À qui dois-je m’adresser ? ;autre
343;Je vous écris pour me plaindre de la mauvaise qualité du produit reçu. Ce n’est pas conforme à la description. ;réclamation
344;Depuis la dernière mise à jour, l'application ne fonctionne plus du tout sur mon téléphone Android. J’ai déjà essayé de la réinstaller. ;problème technique
345;Ce produit est-il disponible dans d’autres tailles ou uniquement en version standard ? ;question produit
346;Je souhaite recevoir vos actualités par e-mail. Comment puis-je m’abonner à votre newsletter ? ;autre
347;Je suis extrêmement déçu par votre service client qui n’a pas répondu à mes précédents messages. Je demande une résolution rapide. ;réclamation
348;Depuis la dernière mise à jour, l'application ne fonctionne plus du tout sur mon téléphone Android. J’ai déjà essayé de la réinstaller. ;problème technique
349;Quelle est la durée exacte de la garantie ? Est-ce une garantie constructeur ou vendeur ? ;question produit
350;Où se trouve votre boutique physique la plus proche de Paris ? J’aimerais vous rendre visite. ;autre
351;Mon écran reste noir après le démarrage de l'ordinateur.;problème technique
352;Je souhaite être remboursé pour cet article qui ne correspond pas à la description.;réclamation
353;Quelle est la garantie offerte sur ce produit ?;question produit
354;Comment puis-je modifier l'adresse de livraison de ma commande ?;autre
355;La batterie de mon téléphone ne se charge plus du tout.;problème technique
356;Votre service client est inadmissible, j'exige une compensation pour ce désagrément.;réclamation
357;Ce modèle existe-t-il en couleur rouge ?;question produit
358;Je voudrais annuler ma commande passée hier.;autre
359;L'application se ferme automatiquement à chaque ouverture.;problème technique
360;Le produit reçu était cassé dans l'emballage, je veux un remboursement complet.;réclamation
361;Quelles sont les dimensions exactes de cet article ?;question produit
362;Où puis-je consulter mes factures précédentes ?;autre
363;Mon imprimante ne reconnaît plus les cartouches d'encre neuves.;problème technique
364;La livraison a eu lieu mais je n'ai rien reçu, c'est inacceptable !;réclamation
365;Y a-t-il des frais de livraison pour cette commande ?;question produit
366;Comment créer un compte sur votre site ?;autre
367;Le micro de mon casque ne fonctionne pas en appel.;problème technique
368;Je n'ai toujours pas reçu le remboursement promis il y a 15 jours.;réclamation
369;Ce produit est-il compatible avec iOS ?;question produit
370;Puis-je récupérer ma commande en magasin ?;autre
371;Mon routeur WiFi perd constamment la connexion.;problème technique
372;Le service après-vente ne répond jamais, c'est inadmissible.;réclamation
373;Quelle est la consommation électrique de cet appareil ?;question produit
374;Comment mettre à jour mes informations personnelles ?;autre
375;L'écran tactile de ma tablette ne répond plus aux gestes.;problème technique
376;L'article reçu n'est pas du tout conforme à votre publicité mensongère.;réclamation
377;Proposez-vous des accessoires pour ce modèle ?;question produit
378;Est-il possible de reporter ma livraison à la semaine prochaine ?;autre
379;Mon disque dur externe n'est plus détecté par l'ordinateur.;problème technique
380;Trois semaines d'attente pour un simple remplacement, c'est scandaleux !;réclamation
381;Quelle est la différence entre ces deux modèles ?;question produit
382;Comment puis-je contacter votre service technique ?;autre
383;La caméra de mon smartphone prend des photos floues.;problème technique
384;Je veux porter plainte pour livraison non conforme.;réclamation
